datetime,price_act,electricity_demand,solar_generation,wind_generation,tempc,cloud8,windmps,wdir,rainmm,humid,radjcm2
2024/6/19 0:30,12.61,2340.5,0,6.75,18,6,1,315,0,100,0
2024/6/19 1:00,13.21,2279,0,7.2,17.9,6,1,310,0,100,0
2024/6/19 1:30,12.42,2268,0,7.4,17.8,6,1,305,0,100,0
2024/6/19 2:00,12.24,2257,0,7.6,17.7,6,1,300,0,100,0
2024/6/19 2:30,12.7,2271.5,0,8.1,17.65,5.5,1,295,0,100,0
2024/6/19 3:00,13,2286,0,8.6,17.6,5,1,290,0,100,0
2024/6/19 3:30,12.82,2298.5,0.166666667,8.85,17.5,4.5,1,320,0,100,0
2024/6/19 4:00,12.57,2311,0.333333333,9.1,17.4,4,1,350,0,100,0
2024/6/19 4:30,12.57,2323,47.70833333,8.875,17.4,3,1,330,0,100,1.5
2024/6/19 5:00,12.35,2335,95.08333333,8.65,17.4,2,1,310,0,100,3
2024/6/19 5:30,11.67,2383,228.5416667,8.025,17.9,1.5,1,165,0,100,26.5
2024/6/19 6:00,11.53,2431,362,7.4,18.4,1,1,20,0,100,50
2024/6/19 6:30,11.35,2568,556.0416667,6.95,19.6,1,1,25,0,93.5,81
2024/6/19 7:00,10.36,2705,750.0833333,6.5,20.8,1,1,30,0,87,112
2024/6/19 7:30,9.83,2928.5,934.7500002,6.425,21.7,1,1,150,0,86.5,146
2024/6/19 8:00,10.72,3152,1119.416667,6.35,22.6,1,1,270,0,86,180
2024/6/19 8:30,11.22,3350,1259.333334,6.15,23.45,1,1.5,310,0,76,214
2024/6/19 9:00,11.27,3548,1399.25,5.95,24.3,1,2,350,0,66,248
2024/6/19 9:30,10.86,3643,1488.208334,5.575,25.3,1,1.5,210,0,60.5,276.5
2024/6/19 10:00,9.64,3738,1577.166667,5.2,26.3,1,1,70,0,55,305
2024/6/19 10:30,9.33,3787.5,1611.375,4.875,27.2,1,1,60,0,53.5,325
2024/6/19 11:00,10.82,3837,1645.583333,4.55,28.1,1,1,50,0,52,345
2024/6/19 11:30,10.74,3804.5,1631.75,4.25,28.4,1,2.5,105,0,53.5,353
2024/6/19 12:00,9.85,3772,1617.916667,3.95,28.7,1,4,160,0,55,361
2024/6/19 12:30,9.85,3836.5,1557.5,3.975,29.05,1.5,4,160,0,52,354
2024/6/19 13:00,11.25,3901,1497.083333,4,29.4,2,4,160,0,49,347
2024/6/19 13:30,11.3,3903,1383.083333,4,29.05,2.5,4.5,160,0,47.5,327.5
2024/6/19 14:00,11.45,3905,1269.083333,4,28.7,3,5,160,0,46,308
2024/6/19 14:30,11.67,3885,1112.083333,3.95,28.8,3.5,4.5,160,0,48.5,279
2024/6/19 15:00,11.85,3865,955.0833333,3.9,28.9,4,4,160,0,51,250
2024/6/19 15:30,14.97,3846.5,769.8333333,3.725,28.6,3.5,4,160,0,53.5,222.5
2024/6/19 16:00,17.78,3828,584.5833333,3.55,28.3,3,4,160,0,56,195
2024/6/19 16:30,20.7,3746,410.6666667,3.425,27.85,3,5,155,0,58,164
2024/6/19 17:00,20.7,3664,236.75,3.3,27.4,3,6,150,0,60,133
2024/6/19 17:30,20.7,3588.5,138.25,3.35,26.7,2.5,5,165,0,61.5,102.5
2024/6/19 18:00,20.7,3513,39.75,3.4,26,2,4,180,0,63,72
2024/6/19 18:30,20.7,3462.5,19.875,3.475,25.25,1.5,4.5,185,0,62.5,41
2024/6/19 19:00,20.7,3412,0,3.55,24.5,1,5,190,0,62,10
2024/6/19 19:30,20.7,3323,0,3.4,23.95,1,4.5,180,0,63.5,5
2024/6/19 20:00,20.7,3234,0,3.25,23.4,1,4,170,0,65,0
2024/6/19 20:30,20.7,3134,0,3.05,23.05,0.5,3.5,185,0,67.5,0
2024/6/19 21:00,18.1,3034,0,2.85,22.7,0,3,200,0,70,0
2024/6/19 21:30,15,2960.5,0,2.75,22.85,0,3.5,190,0,68.5,0
2024/6/19 22:00,13.95,2887,0,2.65,23,0,4,180,0,67,0
2024/6/19 22:30,12.93,2808,0,2.575,22.6,0.5,3,175,0,69.5,0
2024/6/19 23:00,12.93,2729,0,2.5,22.2,1,2,170,0,72,0
2024/6/19 23:30,12,2616.5,0,2.7,22,1.5,2,170,0,73.5,0
2024/6/20 0:00,13.1,2504,0,2.9,21.8,2,2,170,0,75,0
2024/6/20 0:30,13,2431,0,2.725,21.65,2,2,175,0,78.5,0
2024/6/20 1:00,13.09,2358,0,2.55,21.5,2,2,180,0,82,0
2024/6/20 1:30,12.63,2331,0,2.425,21.25,2,2,185,0,85,0
2024/6/20 2:00,12.78,2304,0,2.3,21,2,2,190,0,88,0
2024/6/20 2:30,12.78,2313.5,0,1.95,21,2.5,2,190,0,89.5,0
2024/6/20 3:00,12.93,2323,0,1.6,21,3,2,190,0,91,0
2024/6/20 3:30,12.68,2323.5,0.125,1.475,21.2,3.5,2,205,0,89.5,0
2024/6/20 4:00,12.91,2324,0.25,1.35,21.4,4,2,220,0,88,0
2024/6/20 4:30,12.98,2329.5,47.20833334,1.225,21.2,5,1.5,230,0,88,1.5
2024/6/20 5:00,12.39,2335,94.16666667,1.1,21,6,1,240,0,88,3
2024/6/20 5:30,12.18,2409,220.7083333,0.925,21.4,6.5,1,260,0,87,21
2024/6/20 6:00,11.7,2483,347.25,0.75,21.8,7,1,280,0,86,39
2024/6/20 6:30,11.53,2655.5,523.7916667,0.65,22.65,7,1,300,0,80.5,64
2024/6/20 7:00,11.66,2828,700.3333333,0.55,23.5,7,1,320,0,75,89
2024/6/20 7:30,11.66,3068.5,854.2500002,0.5,24.3,7,1,270,0,70.5,118
2024/6/20 8:00,11.49,3309,1008.166667,0.45,25.1,7,1,220,0,66,147
2024/6/20 8:30,11.89,3499,1121.708334,0.5,25.8,7,1,205,0,64.5,176.5
2024/6/20 9:00,12.22,3689,1235.25,0.55,26.5,7,1,190,0,63,206
2024/6/20 9:30,12.22,3776,1322.083334,0.625,26.55,7,2.5,175,0,64.5,227.5
2024/6/20 10:00,11.89,3863,1408.916667,0.7,26.6,7,4,160,0,66,249
2024/6/20 10:30,11.66,3907,1428.291667,0.9,26.75,7,3.5,155,0,66,262.5
2024/6/20 11:00,11.91,3951,1447.666667,1.1,26.9,7,3,150,0,66,276
2024/6/20 11:30,11.89,3907.5,1391.166667,1.325,27.25,7,4,150,0,65,280
2024/6/20 12:00,11.66,3864,1334.666667,1.55,27.6,7,5,150,0,64,284
2024/6/20 12:30,11.53,3884,1216.666667,1.875,27.65,7,5,150,0,62,281
2024/6/20 13:00,11.93,3904,1098.666667,2.2,27.7,7,5,150,0,60,278
2024/6/20 13:30,12,3869,988.6666669,2.475,27.45,7,5,150,0,61,265.5
2024/6/20 14:00,13,3834,878.6666667,2.75,27.2,7,5,150,0,62,253
2024/6/20 14:30,15.97,3803,757.6666667,3.15,26.95,7,5,150,0,64,232.5
2024/6/20 15:00,12.45,3772,636.6666667,3.55,26.7,7,5,150,0,66,212
2024/6/20 15:30,14.5,3746.5,517.3333334,3.925,26.75,7,4.5,155,0,65.5,187
2024/6/20 16:00,16.22,3721,398,4.3,26.8,7,4,160,0,65,162
2024/6/20 16:30,17.55,3644.5,284.7083334,4.55,26.35,7,4,170,0,66,135.5
2024/6/20 17:00,18.2,3568,171.4166667,4.8,25.9,7,4,180,0,67,109
2024/6/20 17:30,18.49,3535,99.79166669,4.975,25.45,7,5,180,0,70,83.5
2024/6/20 18:00,18.1,3502,28.16666667,5.15,25,7,6,180,0,73,58
2024/6/20 18:30,18.44,3473.5,14.08333334,5.2,24.6,7,4.5,180,0,75.5,33
2024/6/20 19:00,19.97,3445,0,5.25,24.2,7,3,180,0,78,8
2024/6/20 19:30,19.65,3362,0,5.45,24.05,7,3,185,0,78,4
2024/6/20 20:00,16.6,3279,0,5.65,23.9,7,3,190,0,78,0
2024/6/20 20:30,16.19,3182.5,0,5.675,23.75,7,3.5,185,0,79.5,0
2024/6/20 21:00,13.64,3086,0,5.7,23.6,7,4,180,0,81,0
2024/6/20 21:30,12.93,3008.5,0,5.9,23.6,6.5,3.5,185,0,81,0
2024/6/20 22:00,16.02,2931,0,6.1,23.6,6,3,190,0,81,0
2024/6/20 22:30,13.97,2852,0,5.725,23.45,6,3,185,0,80.5,0
2024/6/20 23:00,14.17,2773,0,5.35,23.3,6,3,180,0,80,0
2024/6/20 23:30,14.3,2659,0,4.925,23.1,5.5,4,185,0,81.5,0
2024/6/21 0:00,12.84,2545,0,4.5,22.9,5,5,190,0,83,0
2024/6/21 0:30,12.4,2472,0,4.075,22.8,4.5,4,190,0,83.5,0
2024/6/21 1:00,12.93,2399,0,3.65,22.7,4,3,190,0,84,0
2024/6/21 1:30,12.4,2374.5,0,3.4,22.75,4,3.5,195,0,83,0
2024/6/21 2:00,12.22,2350,0,3.15,22.8,4,4,200,0,82,0
2024/6/21 2:30,12.12,2361,0,2.825,22.45,3.5,3.5,185,0,84.5,0
2024/6/21 3:00,12.12,2372,0,2.5,22.1,3,3,170,0,87,0
2024/6/21 3:30,11.93,2381,0.125,2.375,22.4,4,2.5,170,0,87,0
2024/6/21 4:00,12.12,2390,0.25,2.25,22.7,5,2,170,0,87,0
2024/6/21 4:30,12.12,2406.5,13.41666667,2.225,22.65,5.5,2.5,180,0,88,1
2024/6/21 5:00,11.93,2423,26.58333333,2.2,22.6,6,3,190,0,89,2
2024/6/21 5:30,12.28,2494,41.70833333,2.175,22.75,7,3,180,0,89,11.5
2024/6/21 6:00,12.27,2565,56.83333333,2.15,22.9,8,3,170,0,89,21
2024/6/21 6:30,12.16,2692,75.875,2.15,22.95,8,3.5,180,0.07,89,30
2024/6/21 7:00,12,2819,94.91666667,2.15,23,8,4,190,0.14,89,39
2024/6/21 7:30,12.96,3013,127.5,2.6,22.65,8,3.5,195,0.155,92,44.5
2024/6/21 8:00,12.72,3207,160.0833333,3.05,22.3,8,3,200,0.17,95,50
2024/6/21 8:30,12.93,3356,143.9166667,3.475,22.3,8,3,230,0.265,95,51
2024/6/21 9:00,14,3505,127.75,3.9,22.3,8,3,260,0.36,95,52
2024/6/21 9:30,14,3508,121.125,3.525,21.4,8,3.5,240,0.81,96,52.5
2024/6/21 10:00,12.9,3511,114.5,3.15,20.5,8,4,220,1.26,97,53
2024/6/21 10:30,12.8,3517,107.5,2.8,19.8,8,4,185,1.77,97.5,50.5
2024/6/21 11:00,15.58,3523,100.5,2.45,19.1,8,4,150,2.28,98,48
2024/6/21 11:30,15.58,3453.5,92.16666667,2.825,18.9,8,3.5,105,3.335,97,42.5
2024/6/21 12:00,13.56,3384,83.83333333,3.2,18.7,8,3,60,4.39,96,37
2024/6/21 12:30,12.35,3389.5,87.41666667,3.225,18.4,8,3.5,45,5.915,96,36.5
2024/6/21 13:00,14,3395,91,3.25,18.1,8,4,30,7.44,96,36
2024/6/21 13:30,14,3366.5,102.0833334,3.65,17.8,8,4.5,30,7.75,96.5,34.5
2024/6/21 14:00,12.76,3338,113.1666667,4.05,17.5,8,5,30,8.06,97,33
2024/6/21 14:30,12.93,3292,116.5416667,4.375,17.6,8,3.5,190,6.58,98,30
2024/6/21 15:00,11.66,3246,119.9166667,4.7,17.7,8,2,350,5.1,99,27
2024/6/21 15:30,12,3236.5,128,4.825,17.95,8,2.5,345,4.135,99,35.5
2024/6/21 16:00,12.22,3227,136.0833333,4.95,18.2,8,3,340,3.17,99,44
2024/6/21 16:30,13,3192,119.375,4.975,18.4,7.5,3.5,335,2.56,99,44
2024/6/21 17:00,14.26,3157,102.6666667,5,18.6,7,4,330,1.95,99,44
2024/6/21 17:30,15,3142.5,63.45833335,4.975,18.7,7,4,325,1.395,98.5,37
2024/6/21 18:00,15,3128,24.25,4.95,18.8,7,4,320,0.84,98,30
2024/6/21 18:30,15.6,3109,12.125,4.625,18.8,7,3.5,330,0.46,96.5,17
2024/6/21 19:00,15.44,3090,0,4.3,18.8,7,3,340,0.08,95,4
2024/6/21 19:30,13.05,3025.5,0,4.075,18.8,7,3,330,0.055,95,2
2024/6/21 20:00,13.09,2961,0,3.85,18.8,7,3,320,0.03,95,0
2024/6/21 20:30,12.93,2879,0,3.875,19,7,3,325,0.015,94.5,0
2024/6/21 21:00,12.93,2797,0,3.9,19.2,7,3,330,0,94,0
2024/6/21 21:30,12.82,2737.5,0,3.625,18.65,6.5,3.5,320,0,95.5,0
2024/6/21 22:00,13,2678,0,3.35,18.1,6,4,310,0,97,0
2024/6/21 22:30,12.22,2612.5,0,3.2,18.05,5.5,3.5,315,0,97,0
2024/6/21 23:00,12.08,2547,0,3.05,18,5,3,320,0,97,0
2024/6/21 23:30,11.66,2453,0,4.25,18.3,4.5,3,325,0,94.5,0
2024/6/22 0:00,10.03,2359,0,5.45,18.6,4,3,330,0,92,0
2024/6/22 0:30,10,2299,0,5.325,18.3,4,3,325,0,90.5,0
2024/6/22 1:00,10,2239,0,5.2,18,4,3,320,0,89,0
2024/6/22 1:30,10.79,2220.5,0,4.825,17.75,3.5,2.5,305,0,91.5,0
2024/6/22 2:00,10.79,2202,0,4.45,17.5,3,2,290,0,94,0
2024/6/22 2:30,9.53,2215,0,4.275,17.5,2.5,2.5,295,0,94,0
2024/6/22 3:00,9.96,2228,0,4.1,17.5,2,3,300,0,94,0
2024/6/22 3:30,9.38,2222,0.125,3.825,17.25,2.5,2,305,0,95,0
2024/6/22 4:00,9.4,2216,0.25,3.55,17,3,1,310,0,96,0
2024/6/22 4:30,9.4,2202,44.16666667,3.125,17,4,1,295,0,97,1.5
2024/6/22 5:00,9.29,2188,88.08333333,2.7,17,5,1,280,0,98,3
2024/6/22 5:30,5,2185.5,225.2916667,2.325,17.7,5.5,1,275,0,96,22.5
2024/6/22 6:00,7.63,2183,362.5,1.95,18.4,6,1,270,0,94,42
2024/6/22 6:30,4,2260,554.125,1.475,19.8,6,1,220,0,84,66.5
2024/6/22 7:00,5.14,2337,745.75,1,21.2,6,1,170,0,74,91
2024/6/22 7:30,1,2487,907.25,0.8,22.4,6.5,1,165,0,66,117
2024/6/22 8:00,7.56,2637,1068.75,0.6,23.6,7,1,160,0,58,143
2024/6/22 8:30,8.49,2761,1101.583334,0.575,24.35,7,1,190,0,57,167.5
2024/6/22 9:00,8.01,2885,1134.416667,0.55,25.1,7,1,220,0,56,192
2024/6/22 9:30,4,2918.5,1118.958334,0.675,25.75,7,2,200,0,55,215
2024/6/22 10:00,0.42,2952,1103.5,0.8,26.4,7,3,180,0,54,238
2024/6/22 10:30,0.1,2972,1125.291667,0.75,27.3,7,3,180,0,54,254
2024/6/22 11:00,3,2992,1147.083333,0.7,28.2,7,3,180,0,54,270
2024/6/22 11:30,5,3022.5,1207.791667,0.775,27.8,7,3.5,160,0,54.5,277
2024/6/22 12:00,7.85,3053,1268.5,0.85,27.4,7,4,140,0,55,284
2024/6/22 12:30,8.03,3123.5,1271.75,1.075,28.1,7,4.5,145,0,54,270.5
2024/6/22 13:00,9.16,3194,1275,1.3,28.8,7,5,150,0,53,257
2024/6/22 13:30,9.53,3166.5,1107.833333,1.575,28.6,7,4.5,155,0,53.5,234.5
2024/6/22 14:00,9.95,3139,940.6666667,1.85,28.4,7,4,160,0,54,212
2024/6/22 14:30,10.79,3103,788.875,2.325,28.4,7,4.5,155,0.01,56,185
2024/6/22 15:00,12.32,3067,637.0833333,2.8,28.4,7,5,150,0.02,58,158
2024/6/22 15:30,13.05,3048,499.9583333,3.325,27.85,7,4,160,0.01,59,130.5
2024/6/22 16:00,10.42,3029,362.8333333,3.85,27.3,7,3,170,0,60,103
2024/6/22 16:30,10.44,3026,245.1666667,4.875,26.95,7,3.5,170,0,60,80
2024/6/22 17:00,10.86,3023,127.5,5.9,26.6,7,4,170,0,60,57
2024/6/22 17:30,11.85,3031,70.08333333,6.6,26.55,7,4.5,180,0,60,40
2024/6/22 18:00,12.86,3039,12.66666667,7.3,26.5,7,5,190,0,60,23
2024/6/22 18:30,13.23,3036.5,6.333333335,7.875,26.1,7,5,190,0,61,13
2024/6/22 19:00,13.13,3034,0,8.45,25.7,7,5,190,0,62,3
2024/6/22 19:30,12.86,2980.5,0,8.975,25.6,7,4.5,185,0,61,1.5
2024/6/22 20:00,13.09,2927,0,9.5,25.5,7,4,180,0,60,0
2024/6/22 20:30,12.86,2851,0,9.85,25.3,7,4.5,180,0,60,0
2024/6/22 21:00,11.85,2775,0,10.2,25.1,7,5,180,0,60,0
2024/6/22 21:30,11.79,2711.5,0,10.825,25.25,7,5,190,0.025,57,0
2024/6/22 22:00,12.4,2648,0,11.45,25.4,7,5,200,0.05,54,0
2024/6/22 22:30,13,2586.5,0,11.175,24.85,7,4.5,205,0.05,55,0
2024/6/22 23:00,12.45,2525,0,10.9,24.3,7,4,210,0.05,56,0
2024/6/22 23:30,11.61,2434,0,10.925,24.1,7.5,4,205,0.05,56.5,0
2024/6/23 0:00,13.53,2343,0,10.95,23.9,8,4,200,0.05,57,0
2024/6/23 0:30,12.88,2279.5,0,11.1,23.75,8,4.5,190,0.23,59,0
2024/6/23 1:00,12.81,2216,0,11.25,23.6,8,5,180,0.41,61,0
2024/6/23 1:30,12.01,2190,0,11.875,22.85,8,4.5,180,0.605,67,0
2024/6/23 2:00,11.58,2164,0,12.5,22.1,8,4,180,0.8,73,0
2024/6/23 2:30,11.58,2176,0,13.575,21.25,8,3.5,175,0.65,85,0
2024/6/23 3:00,11.58,2188,0,14.65,20.4,8,3,170,0.5,97,0
2024/6/23 3:30,12,2196.5,0.083333334,15.3,20.75,8,4,170,0.465,96,0
2024/6/23 4:00,11.85,2205,0.166666667,15.95,21.1,8,5,170,0.43,95,0
2024/6/23 4:30,11.56,2204.5,5.083333334,16.675,20.9,8,4.5,165,0.51,96.5,0
2024/6/23 5:00,11.06,2204,10,17.4,20.7,8,4,160,0.59,98,0
2024/6/23 5:30,10.77,2210,15.75,17.6,20.85,8,4,160,1.1,98.5,2.5
2024/6/23 6:00,10.78,2216,21.5,17.8,21,8,4,160,1.61,99,5
2024/6/23 6:30,10.65,2270,32.5,16.85,21,8,2.5,140,2.605,99.5,8
2024/6/23 7:00,10.78,2324,43.5,15.9,21,8,1,120,3.6,100,11
2024/6/23 7:30,11.14,2382,76.875,15.575,21.05,8,2,220,5.065,100,14.5
2024/6/23 8:00,12.19,2440,110.25,15.25,21.1,8,3,320,6.53,100,18
2024/6/23 8:30,12.81,2514.5,209.4583334,14.775,21.25,8,2,330,5.72,100,21.5
2024/6/23 9:00,13,2589,308.6666667,14.3,21.4,8,1,340,4.91,100,25
2024/6/23 9:30,13.73,2622,386.1666667,12.825,21.3,8,2.5,325,2.965,99.5,33.5
2024/6/23 10:00,12.88,2655,463.6666667,11.35,21.2,8,4,310,1.02,99,42
2024/6/23 10:30,12.43,2711.5,536.0416667,9.95,21,8,3.5,300,0.695,99,51
2024/6/23 11:00,12.13,2768,608.4166667,8.55,20.8,8,3,290,0.37,99,60
2024/6/23 11:30,12.13,2803.5,556.375,7.85,21.7,8,2.5,295,0.315,95,68.5
2024/6/23 12:00,11.97,2839,504.3333333,7.15,22.6,8,2,300,0.26,91,77
2024/6/23 12:30,11.29,2837.5,421.6666667,6.75,22.9,8,1.5,285,0.195,92.5,69.5
2024/6/23 13:00,11.39,2836,339,6.35,23.2,8,1,270,0.13,94,62
2024/6/23 13:30,12.18,2844.5,260.9166667,6.15,23.1,8,1,315,0.22,93.5,53.5
2024/6/23 14:00,13.45,2853,182.8333333,5.95,23,8,1,360,0.31,93,45
2024/6/23 14:30,13.75,2843.5,137.0416667,5.875,22.6,8,1,200,0.32,96,36
2024/6/23 15:00,13.07,2834,91.25,5.8,22.2,8,1,40,0.33,99,27
2024/6/23 15:30,15,2853,72.75,5.925,22.15,8,1,40,0.29,99.5,24
2024/6/23 16:00,15,2872,54.25,6.05,22.1,8,1,40,0.25,100,21
2024/6/23 16:30,17.51,2907.5,39.08333334,6.1,22.1,8,1.5,30,0.235,98.5,17.5
2024/6/23 17:00,15,2943,23.91666667,6.15,22.1,8,2,20,0.22,97,14
2024/6/23 17:30,15.69,2975,14.625,6.125,21.9,8,1.5,185,0.21,98,11
2024/6/23 18:00,17.5,3007,5.333333333,6.1,21.7,8,1,350,0.2,99,8
2024/6/23 18:30,17.49,3000,2.666666667,6.125,21.65,8,1.5,340,0.125,99,5
2024/6/23 19:00,15.81,2993,0,6.15,21.6,8,2,330,0.05,99,2
2024/6/23 19:30,16.3,2946,0,6.525,21.7,7.5,2.5,320,0.05,99,1
2024/6/23 20:00,17.51,2899,0,6.9,21.8,7,3,310,0.05,99,0
2024/6/23 20:30,17.26,2832,0,7.525,21.6,7,2,315,0.05,98.5,0
2024/6/23 21:00,15,2765,0,8.15,21.4,7,1,320,0.05,98,0
2024/6/23 21:30,13.19,2694,0,9.55,21.3,7,1,255,0.08,99,0
2024/6/23 22:00,13.31,2623,0,10.95,21.2,7,1,190,0.11,100,0
2024/6/23 22:30,12.88,2563.5,0,11,21,7,1,210,0.115,100,0
2024/6/23 23:00,12.28,2504,0,11.05,20.8,7,1,230,0.12,100,0
2024/6/23 23:30,12.24,2415.5,0,10.2,20.9,7,1,205,0.075,100,0
2024/6/24 0:00,11.73,2327,0,9.35,21,7,1,180,0.03,100,0
2024/6/24 0:30,11.15,2268.5,0,9,21.15,7,1,105,0.17,100,0
2024/6/24 1:00,11,2210,0,8.65,21.3,7,1,30,0.31,100,0
2024/6/24 1:30,11,2196.5,0,8.9,21.35,7,1,25,0.255,100,0
2024/6/24 2:00,10.78,2183,0,9.15,21.4,7,1,20,0.2,100,0
2024/6/24 2:30,10.78,2201,0,9.15,21.35,7,1,40,0.195,100,0
2024/6/24 3:00,10.78,2219,0,9.15,21.3,7,1,60,0.19,100,0
2024/6/24 3:30,10.78,2234.5,0.041666667,9.175,21.5,7,1,200,0.16,100,0
2024/6/24 4:00,11.73,2250,0.083333333,9.2,21.7,7,1,340,0.13,100,0
2024/6/24 4:30,11.87,2274.5,29.58333333,9.275,21.75,7,1,350,0.13,99.5,1
2024/6/24 5:00,11.6,2299,59.08333333,9.35,21.8,7,1,360,0.13,99,2
2024/6/24 5:30,10.99,2380,127.75,9.2,22,7,1,230,0.13,98,13.5
2024/6/24 6:00,10.94,2461,196.4166667,9.05,22.2,7,1,100,0.13,97,25
2024/6/24 6:30,10.78,2621.5,315.0833334,9.5,22.55,6.5,1,210,0.065,96,50
2024/6/24 7:00,11.41,2782,433.75,9.95,22.9,6,1,320,0,95,75
2024/6/24 7:30,11.69,3043,628.125,10.175,24.25,5.5,1,335,0,88.5,110.5
2024/6/24 8:00,11.69,3304,822.5,10.4,25.6,5,1,350,0,82,146
2024/6/24 8:30,12.17,3586,1020.708334,10.55,26.65,4.5,1,320,0,77.5,186
2024/6/24 9:00,12.78,3868,1218.916667,10.7,27.7,4,1,290,0,73,226
2024/6/24 9:30,12.51,4016,1334.916667,11.075,28.7,4,2,230,0,70,251
2024/6/24 10:00,12.22,4164,1450.916667,11.45,29.7,4,3,170,0,67,276
2024/6/24 10:30,12.02,4274,1479.916667,11.4,30.2,4.5,3,160,0,67.5,292.5
2024/6/24 11:00,12.13,4384,1508.916667,11.35,30.7,5,3,150,0,68,309
2024/6/24 11:30,12.23,4402.5,1464.25,11.75,31.6,5,2.5,160,0,65.5,314.5
2024/6/24 12:00,11.87,4421,1419.583333,12.15,32.5,5,2,170,0,63,320
2024/6/24 12:30,11.85,4509.5,1329.5,11.825,32.7,5.5,3,165,0,62,311.5
2024/6/24 13:00,13.81,4598,1239.416667,11.5,32.9,6,4,160,0,61,303
2024/6/24 13:30,15,4602,1093.541667,11.3,32.4,6,4,160,0,61.5,284
2024/6/24 14:00,15.65,4606,947.6666667,11.1,31.9,6,4,160,0,62,265
2024/6/24 14:30,17.5,4523,737.7916667,11.1,31.4,6.5,4,155,0,64.5,239
2024/6/24 15:00,17.5,4440,527.9166667,11.1,30.9,7,4,150,0,67,213
2024/6/24 15:30,18.08,4355,412.25,10.775,30.75,7,4,150,0,65.5,188
2024/6/24 16:00,21.3,4270,296.5833333,10.45,30.6,7,4,150,0,64,163
2024/6/24 16:30,21.3,4187,212.625,9.6,30.35,7,3.5,150,0,66.5,136
2024/6/24 17:00,21.3,4104,128.6666667,8.75,30.1,7,3,150,0,69,109
2024/6/24 17:30,20,4062,74.83333335,8.225,29.55,7,3,155,0,70,84
2024/6/24 18:00,20,4020,21,7.7,29,7,3,160,0,71,59
2024/6/24 18:30,21.3,3966,10.5,6.975,28.4,7,3,160,0,73.5,33.5
2024/6/24 19:00,21.3,3912,0,6.25,27.8,7,3,160,0,76,8
2024/6/24 19:30,20,3807.5,0,5.8,27.1,7,3.5,160,0,78,4
2024/6/24 20:00,17.32,3703,0,5.35,26.4,7,4,160,0,80,0
2024/6/24 20:30,15.67,3584.5,0,5,26.15,7,2.5,165,0,81.5,0
2024/6/24 21:00,13.39,3466,0,4.65,25.9,7,1,170,0,83,0
2024/6/24 21:30,13,3367,0,4.35,25.45,6.5,1,150,0,85,0
2024/6/24 22:00,13.43,3268,0,4.05,25,6,1,130,0,87,0
2024/6/24 22:30,13.62,3158.5,0,4.275,25.25,6,1.5,105,0,84.5,0
2024/6/24 23:00,13.72,3049,0,4.5,25.5,6,2,80,0,82,0
2024/6/24 23:30,13.18,2913.5,0,4.9,25.3,5.5,1.5,220,0.04,84,0
2024/6/25 0:00,13.04,2778,0,5.3,25.1,5,1,360,0.08,86,0
